ulasan,sentimen
Bagus banget terus dapat bodus pertahun nya,1
Bagusih tapi jaringan nya kurang bagus,1
Semoga selalu banyak Buenos yang banyak,1
mudah2n msh suport di hp jadul ku Os5,1
"puas pake XL,terima kasih my xl",1
saya suka dgn aplikasi ini,1
lebih baik jika beli paket data lewat my XL dan pektnya hbs ada bonus tambahan untuk WhatsApp selama 7hari,1
Karna gw kasih reting 5 minimal kasih gratisan lahðŸ˜‚ðŸ˜‚,1
mantapp jaringan kuat kuota murah masa aktif sangat panjang..,1
jaringan luas sangat membantu di manapun berada '.,1
"Bagus banyak promo tapi Udah beli paketan masih masa tenggang kartunya,padahal berkali kali beli paket hadeh",1
Signal lumayan tp belum full Pembelian pulsa paket kalau bisa di beri harga di bawah 50 RB untuk paket bulanan harus ada,1
"Seneng banget mudah di akses banyak promo masih dpet poin, poinnya jiga banyak pilihan pokoknya top dah",1
cukup membantu tapi harus ekstra sabar saat menggunakan aplikasinya ðŸ˜”,1
semoga bisa di upgrade lagi aplikasinya.,1
apk nya mantap banyak bonus diskon,1
asik banget ni É“os qu semangat bagus sekali,1
mantap mudah digunakan sangat membantu sekali,1
"bagus banget fitur2nya,mudah dimengerti.gampang isi paket nya kalau giniðŸ˜",1
Xl memang sangat bnyak bonus nya,1
saya berterimakasih atas promo di my xl terimakasih saya sudah berlangganan berbulan2,1
"wah makasih sudah menanggapi keluhan saya, sekarang sinyal dan bug sudah di perbaiki, trmksh My XL",1
"UI nya bagus, ga bikin bingung",1
"Kapan ya fitur berbagi kuota dan xl poin hadir, trus juga tambahin dong mode darkmode biar ui gk cmn putih doang",1
"Terjangkau, mudah, murah, sinyal bagus",1
Pilihan terbaikku ya xl ..no lemot..no ribet..banyak promonya bikin nyaman dihati.,1
"yah... untuk sekarang sih bagus, ngga kayak dulu. udah itu aja sih (Sekian Terima Kasih.)",1
Sangat bagus tapi bunos tahun barunya muncul kn,1
Lumyan laah.. Ada promo nya,1
sering sering kasih diskon biar makin nyaman,1
Terimakasih biar bintang yang berbicara,1
mantep walaupun swdikit paketnya masih setabil jaringannya.,1
"Mantap, promo dan discount nya banyak",1
Sangat baik dan tolong kasih Promo yang menarik dong,1
saya puas dengan aplikasi ini. pitur nya sangat bagus,1
Aplikasi udah bagus tapi untuk diskon kalo udah akhir tahun pasti semua menjadi harga normalðŸ˜‘,1
apps my xl sangat membantu,1
saya puas dengan XL mantap,1
Bagus aplikasi nya paket terjangkau ðŸ«¶ðŸ«¶ðŸ«¶ðŸ«¶,1
mudah dan cepat prosesnya mantap,1
apk yg sangant puas dan murah,1
Mayan lah paket nya murah,1
"Sinyal yg stabil harga paket cukup murah apa lagi kalau ada diskon Murmer bnget,,",1
semoga yg di beli paket data untuk internet,1
luar biasa promo dari xl,1
"pokoknya saya suka bgt ada paket harga terjangkau,100rb untuk sebulan,,",1
"myxl memang murah""paket nya myxl.terbaik.terima kasih myxl",1
Saya sangat suka dengan aplikasi ini,1
okelah kalo pkt ny murah,1
Tiada kata selain *PUAS* untuk my XL,1
"simple aplikasinya, sayang sinyalnya ya...",1
Koneksi bagus tapi pas masuk ke myXL gak bisa bisa,1
aplikasi nya sangat bagus banyak promo xl,1
"makasih selalu dapat harga promo, kalo bisa harga paket data minimum 30.000 sudah bisa buat sebulan",1
sangat berguna dan harganya pun terjangkau relatif,1
"Terimakasih XL semoga semakin sukses kedepannya dan selamat menyambut tahun baru 2025,ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ™ðŸ™â¤ï¸",1
mantap semoga tetep banyak diskon,1
"Hampir sempurna. Aplikasi ini sangat membantu, mohon ditingkatkan menjadi lebih baik.",1
Bagaimana cara mendapatkan bonus paket di myXL,1
"CS nya ga bagus, terlalu bertele tele",1
"oh, ok, y, hm, mksh",1
Xl tidak banyak bonus saya tidak suka dan semua kouta nya mahal,1
puas tp sinyal nya kadang tak puas,1
jaringan stabil dn sering memberikan bonus.tetap terus berikan bonus yg melimpah ya myXL,1
senang sekali setiap isi kuota banyak gratisan nya suka deh pokoknya jangan lupa kalo punya kartu XL download aplikasi nya ini ya,1
Thank you very much to All Team of XL axiata tbk.,1
Kece Cuyy Semoga Yang mempunyai Aplikasi my XL sehat selalu,1
"Masalah selesai,saya naikkan kembali jumlah bintangnya.tetap semangat myxl",1
"Sangat membantu,,, Membuka apk nya gak ribet",1
"gasspoll , lancar dan gak ngelag",1
moga dapet kuota yg lbih murah dan perbulan juga,1
seru banget banyak bonus nya gak bakal kan rugi kalok pakai my XL,1
saya bahagia dengan paket yg awet di saku hhee,1
"jaringan internet baik dan nelpon lancar, mksh xl",1
sangat membantu dang sangat puas terima kasih myxlðŸ¥°,1
Sinyal bagus kecuali hujan dan cuaca buruk,1
jaringan untuk apl ini masi sangat lemah tapi untuk paket data murah banget,1
baik untuk yg susah sinyal seperti di kampung,1
Xl bagus bisa cek pulsa dan qouta,1
"Terimakasih aplikasi xl telah mudahkan buat cek kuota. Dan sinyal lancar jaya,, dan ada bonus kuota... Tapi tolong bonus kuota nya jangan buat whatsap aja buat browsing lain harus bisa dong... Tolong ya",1
kalo isi paket bisanya di barkod,1
aku tunggu gratisannya ya xl hehe,1
Saya sangat senang dengan hasil layanan yang ada di aplikasi my XL ini TrimakasihðŸ™,1
My XL Emang the best bangett,1
apk nya bagus tapi gtau kenapa kalo beli Kouta make pulsa gak bisa terimakasih.,1
"Myxl ðŸ‘simpel,mudah banyk bonus., The best dah... ðŸ™ lebih d tingkatkan lg .....",1
baik bgt banyak bonus dan diskonya,1
Mantap karanganyar cepat banget. Pokoknya top lahðŸ‘,1
mudah mudahan XL paketan internet nya murah trus,1
jaringan Sangat cepat tidak lembat mantappppp,1
Bagus dan harga paketnya murah harga terjangkau cocok untuk anak sekolah yang sakunya kecil,1
my XL sgant puas mksih XL selalu di hati,1
semoga tetep bagus pelayanan dan jaringan nya.serta bonus nya juga tambah bnykðŸ˜Š,1
saya suka dgn aplikasi ini,1
kartu XL sinyal nya gampang hilang kalo lagi maen game,1
Sangat senang pke my xl ya meskipun kdang sinyal kendalanya,1
Sangat bagus punya apk MyXL sering ada promo,1
sangat berguna apa lagi saat ada promo saya mohon lebih di tambah lagi promonya biar saya tambah semangat beli kuota dia my xl,1
aku sangat beruntung memakai kartu XL,1
Apk ini sangat berguna terimakasih atas apk ini,1
Slama ini ok2 aj tdk ad problem,1
"aplikasi ok, harga dpt diskon 60% ke atas",1
"Aplikasi ny sangat membantu pengguna kartu xl,, untuk harga kuota ny tolong di perbaiki lagi kak terlalu mahal dan diskon ny jga,, terimakasih",1
Harapan saya semoga jaringan lebih lancar dan tidak sering offline,1
keren banget aplikasinya bisa pilih banyak pilihan paketðŸ‘ðŸ‘,1
harga terjangkau dan banyak kuota,1
bagus murah murah harganya tapi kalo bisa tambahin yang masa aktif 0 bulan cuma yang harga nya lebih murah,1
mantap...bisa bayar dengan va BCA kalau beli pulsa di myXL....trima kasih xl...,1
Sebenarnya bagi masyarakat awam cukup pintar untuk: merestart device kalian > switch ke kartu lain/kartu xl yg serupa agar tidak terjadi crash atau keluar apps sendiri > membersihkan penyimpanan internal agar tidak terjadi lemot pada device jika hal hal lain seperti terpotong pulsa lebih baik anda semua pilih fitur kontrol pulsa pada laman pengaturan Sekian dari saya terimakasih Ã°Å¸â„¢ÂÃ°Å¸â€˜Â,1
"Seru banget. Saya baru beli paket bayar pake pulsa. Trus masih ada sisa pulsa 10rebuu. paketnya emang udah masuk sihh, trus on data buka ini itu yang kesedot pulsanya kipakkk, mana abis tuh 10rebu Kipakk. Plislah untuk xl kalo mau nyedot pulsa usahakan ada konfirmasi atau tidaknya. Soalnya kakak saya juga sering ngalamin seperti itu. Saya dan kakak saya pelanggan setia xl but xl jaringan lumayan bagus dan terkadang ada diskon gede""an Jadi tolong ya di perbaiki lagi agar tidak mengcewan pelanggan",1
Bagus sekali apk nya saya suka Ã°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂ terima kasih my XL sudah memberi kami paket data 0gb,1
mudah dan cepat. terima kasih... sdh melayani saya..selama lebih dari 05 tahun. sekali lagibterimankasih XL,1
"Lebih praktis & cepat untuk top up , cek kuota , pulsa dll",1
Aplikasi xl anlimited bisa untuk ambil bonus di saat kita baru isi ulang,1
sekarang xl sinyalnya sudah bagus. aq pake kartu xl ini sudah lama lebih dari 00th. kartu lain boleh ganti1 tapi kartu xl ini tetap jadi kartu utamaku,1
"Sangat membantu, dan paket nya murah meriah, pas di kantong",1
Aplikasi ini juga bisa digunakan sebagai bahan dasar pembuatan website toko online seperti pulsa & paket,1
lebih gampang milih paketnya. keterangannya juga jelas banget. mantap deh,1
Bgs!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Eh tapi boong Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,1
dari dulu sejak sekolah SMA selalu pakai XL . tolong ya kak jaringan XL di stabilkan lagi . sukses slalu XL axiata!!!!,1
"alhamdulilah pelayanan mulai membaik, sekarang sudah bisa transaksi pembelian di aplikasi myXL. terus tingkatkan pelayanan.",1
Terimakasih admin. Aplikasi ini sangat membantu saya sebagai pelanggan Kartu XL.,1
Terima ksih xl telah memberikan promo1 yg sangat mantap...semoga kedepannya xl terus memberikan promo kepada pelanggannya,1
"Makin baik aja nih aplikasinya. Banyak fitur dan benefitnya sekarang. Mulai dari lock pulsa, dan bonus1 yg lain. Sukes terus MyXL",1
Saya kasih bintang 5 bukan karna maya..karna jaringannya XL bagi saya pribadi sangatlah membatu. Pertahankan kualitas jaringan internetnya ok..,1
"sangat membantu, yg terpenting terus tingkatkan perfom nya itu aja yg ingin gw bilang, terimakasih.",1
Lah gw pake xl sinyal aman aman aja kaga ada lag lagan Malahan enakan xl daripada si telkom Gw lokasi di kampung tapi sinyal joss mantep,1
mau pindahkan kuota tapi tidak ada menu yg muncul bagaimana tanggung jawab anda!! saya bisa rugi ratusan ribu kalau begini!!,0
"Tolonglah XL, harga paket extra kombo mini jangan dinaikin terusðŸ™ðŸ»ðŸ˜­, saya suka menggunakan XL soalnya lebih hemat, meskipun kadang jaringannya suka lemot",0
"cuman mau ngasih tau, ini kartu paling puki dalam hidup sayaðŸ™",0
mehonk pulsanya buat pelanggan lama kayak gw! bonusnye mreki buat pelanggan lama kyk gua ðŸ˜«,0
Percuma ada paket tiktok pas buka tiktok yang abis kouta internet utama pembodohan fublik,0
Kartu nya bisa tak terdeteksi Sangat rugi beli kartu XL Jangan beli kartu XL,0
"Aplikasi edan, mending ngga usah di adakan saja myxl ini, cuma untuk beli paket saja ngga bisa, udah cukup lama masih saja begini, mqng xl ini ngga da orang pinter buat brnahin aplikasi yg buruk ini..",0
Di bali kabupaten jembrana SINYAL NYA MAKIN LAMA MAKIN BANGSATTTTTTT - KECEWA,0
"Malam min ,mau tanya kan saya sering nonton YouTube tapi kenapa kuota utama yang selalu terpakai padahal kuota YouTubenya masih banyak ,mau saya kalau lagi streaming YT yg terpakai kouto YTnya ,jangan yg di pakai kuota utamanya ! Terimakasih.",0
Eror gk bisa masuk padahal jaringan internet ku bagus!!,0
saya punya kouta game kok gak bisa buat main itu gimana??,0
Kuota mahal ko Jaringannya jelek ?buat main game leg leg..gw saranin jangan beli kartu XL sinyal jelek parah..hapus aja sih PERDANA XL..ngerugiin doang,0
Orang nomer blm digunakan dan sy SDH email tagiha masih jalan terus,0
"Aplikasinya bagus tp sayang jaringannya sekarang sering ilang ilang ,,ðŸ˜ª",0
"Setiap isi kuota sekarang bonus nya ga pernah bisa di ambil, tulisan nya selalu blm ada paket yang tersedia",0
Sy ba top up mobile legend tida masuk masuk,0
Apk suka error. Tolong dperbaiki. Tdk bsa beli paket pake pulsa .. Gmn???,0
XL makin kesini makin parah sinyal di bandung,0
Kuota tidak bisa di gunakan,0
Bonus kuota saya semua hilang sebelum kuota saya habis saya cek bonus saya masih ada setelah saya mau ambil tidak bisa dan di beri kata bonus anda tidak tersedia mohon di perbaiki saya merasa kecewa dengan aplikasi ini,0
"Kenapa ini aplikasi XL GK bisa beli paket , bonusnya juga GK bisa di buka",0
jelekk ganguan trus harga mahal tapi aplikasi kurang bagus,0
"Saya pelanggan setia xl, sdh 10 tahunan lebih, tapi mengapa my xl tidak bisa masuk, udh berkali kali masuk tetap gak bisa,, katanya ada gangguan,, saya merasa kecewa",0
"Halo, saya pengen keluh soal harga, udah bener kemaren untuk xtra combo mini yg paling murah 9.900 kenapa jadi naik 10.300, Prabowo bilang yang kena PPN 12% itu barang mewah seperti halnya jet bribadi, yacht, dll, sementara selain itu nggak kena PPN 12%, jadi saranku sih turunin aja harganya kyk sebelumnya, aku yg tadinya pengen beli pulsa 10.000 buat aktifin xtra combo mini 9.900 malah jadi harus beli yg 15.000 karena harganya jadi 10.300 buat xtra combo mini",0
tolong tingkat kan kecepatan web .UI/UX cukup bagus hanya saja ada ketidak sesuaian antara angka claim bonus dengan angka yang di dapat. itu sangat berbesa saya claim bonus isi pulsa mendapat 2gb namun setelah di claim hanya 1 gb yang landing,0
"Kenapa skrg tdk bs beli paket data XL di aplikasi my XL yaaa.... kl kita mau beli paket data harus masukkan kode promo, sedangkan saya tdk tau kode promonya.... kenapa begini yaaa skrg XL... bukannya lebih baik malah jd mempersulit pelanggan XL nya siiii....",0
"Kuota terlalu mahal ,,padahal kartu lama",0
XL sangat tidak memuaskan kan pembelian paket data tidak mendapat kan poin makin hari makin tidak memuaskan,0
Unduh myxl biar gampang malah menyulitkan untuk aktifkan data .. bikin puyeng bikin kesel.. call center susah di chat .. aneh !,0
aplikasinya lemot padahal jaringan saya kenceng di aplikasi lain nya.,0
kenapa jadi ga bisa daftar paket lewat my xl padahal ada plsanya...,0
Kenapa gak bisa login ya,0
"Kalo buat kartu yang benar lah kocak udah mahal lag lagi, jangan beli kartu ini ya temanÂ² dari seluruh Indonesia atau seluruh dunia soalnya ampas banget masa sinyalnya full buat main malah ilang emang kocak ni kartu, belum lagi sering ilang ilang sinyalnya gk ada angin gak ada hujan langsung ilang jaringan nya emang anehðŸ¤®",0
Saya sedang di luar negeri Kanapa nggak bisa di sini ulang XL,0
Sa kira kira na lemot mah ulah marahal goblog kartu teh kehed mah,0
Aplikasi tidak bisa di buka,0
"Jaringan kayak keong, padahal tinggal di area kota. Tepatnya jalan paus, pekanbaru. Coba tim xl atasi deh masalah ini.",0
Bonus pelit paket gratisan gaada kartu kon,0
"di pegunungan signal XL minus, semoga ada perbaikan krn secara umum bagus.",0
XL yang bener aja beli paket data akrab 27 GB dapetnya cuman 11 GB nyesel gw pake XL,0
"Saya membeli Pulsa 20000 ( 15000 + 5000 ) pada tanggal 2 Januari 2025 Pada jam 11:34 terus saya mau ambil bonus nya tapi kok kadaluarsa nya pada tanggal 1 Januari 2025 padahal saya isi pulsa nya pada tanggal 2 Januari 2025 gimana dong? Tolong di perbaiki ya ðŸ™, untuk yang lain sih udah bagus ðŸ‘",0
buruk mkin ksini sinyal lemah sering eror sy pkai xl udah puluhan thun,0
"kenapa apknya selalu tulisannya ""sedang terjadi kesalahan"" ?",0
"jujur ak suka bngt XL bnyk bonusnya tpii kok baru bngt kjdian nya saat ini jg ak nulis. Knp pas ak beli kartu yg 27 GB udh msuk di akun orang lain? pdhl ni baru beli lho sumpah. mau registrasi mlh masuk akun orang lain. apalgi udh ad NIK. pdhl biasany saya g pkai NIK. sudah tny sm orang jual itu baru kartuny. ntah iya saya dibohongi am tukangny atau sm XL ny. Dan jg nih saya punya aplikasi XL distu msh ad pkt tpii malah pkt saya habis pdhl jls"" di aplikasi msh ad paket ny yg kadaluwarsa msh lama",0
Ini gimana sih aplikasi gajelas bgt gabisa beli paket udh brp hari ini woy!!,0
Kualitas jaringan nya kek sampah bangsattttt,0
Aplikasi ampas tidak bisa login,0
"Halo developer! Kenapa ya sekarang aplikasi sering bermasalah? contoh hari ini saya sudah isi pulsa sebesar 200rb yang seharusnya dapet bonus kuota, tapi malah tidak dapat. mohon perbaikan nya min, karna bonus kuota ini sangat penting untuk beberapa pengguna",0
"Paket kuota sudah terbayar sudah ada bukti transaksi juga akan tetapi paket nya belum masuk"" Akan tetapi bonus langsung aktif bgaimana dengan paket yg saya beli?",0
"Ini aplikasi myXL kenapa kalau buka aplikasi muncul pop up ""update aplikasi untuk menggunakan fitur ini"" tapi mau update tidak ada update di play store nya.",0
EMANG PROVIDER SAMPAH SINYAL SERING ILANG,0
"Kurang bagus,tidak dapat melakukan pembelian paket",0
"Parah xL, dikit2 sinyal hilang, dikit2 sinyal kosong, dikit2 sinya mati, sekalian aja bangkrut lu. tutup tuh provider!",0
Claim bonus kuota YouTube 13gb pas pembayaran pembelian paket masa ga masuk bonusnya. Chat Maya malah lama bngt antrian 0. Hadehhh,0
"Knpa kouta masih banyak gk bisa internetan.bukak fb,yuotub aja gk bisa,browsing googel juga gk bisa.trs sering gangguanya.kouta masih banyak disuruh login ke jaringan xl trs..tolong diperbaiki.tolong bonusanya ditmbahi.jngan cuma dipakai mlm aja.",0
Bagus saya suka tapi mahal mahal punya temen saya 175 gb cuma 25,0
Isi pulsa 10.000 koq masa aktif nya cuma 1 Minggu XL sekarang XL pelit,0
"Hari hari maintenance, bug dimanaÂ².",0
isi pulsa 25k sudah ga dapet bonus kuota kah?,0
Udah mahal.. lelet lagi.. rugi pkek xl.. mndingn tmn2 jngn deh pkek xl.. mahalnya ngk ngotak.. trs jaringn lelet.. ngk sesuai sma hrga.. ngk kek tlkomsel,0
pemilihan bonus yang d ingin kan gak bisa ya. busuk bnget. akal otak muu,0
"Kebiasaan banget habis update pasti ngebug ga bisa dibuka. Myxl tolong d peringati tim Dev aplikasi ini kebiasaan banget masalahnya selalu saja begini. Jenuh banget Masalah bugnya sudah hilang, tapi kenapa harga paketnya naik ya?",0
Apk rusak padahal data sadah nyala iya gk bisa di login,0
"Sekarang jadi lemot parah, kirain cuma sesaat gangguan nya, ehh malah keterusan malah tiap hari pasti ada gangguan , nyesel pindah provider",0
Tolong min kenapa akun my xl saya jarang dan tidak pernah ada promo gede di paket ekstra combo +,0
Payah baget beli di aplikasi gak bisa gangguan terus,0
Xl jaringannya kurang bagus sering ilang-ilangan terus,0
Yang bagus dikit lah XL masa gua beli Kouta gak masuk masuk tolong lah dan ada buk nya,0
"pilihan paketnya sedikit, kurang beragam",0
harga paket berubah ubah dan makin naik,0
aplikasi saya tidak sama dengan adik saya....banyakan promo punya adek saya,0
Saya kasih bintang 3 karna setiap saya isi pulsa selalu tidak bisa di pakai dan bonus tidak ada tolong di perbaiki lagi,0
"lama sekali loading buat masuk aplikasi, bisa gak sih kayak TELKOMSEL walaupun gk ada kuota ttap bisa masuk, ini ada kuota tetap aja susah masuknya. bukannya mempermudah, malah menyusahkan",0
Aplikasi bosok server murahan beli paket aja susah,0
"jaringan bosok ngelag ngelag, tingkatin lah kualitas jaringannya, dipake main game ngelag ngelag, harga naik main ngelag ngelag XL LENGEK",0
Harga mahal tapi nge lag,0
harga paket kuotanya lbh mahal dibanding operator lain,0
"Di tempat saya xl ini sangat jelek jaringannya,mending telkomsel kuota murah jaringan super kencang mantap telkomsel",0
"Tolong sinyal nya di benerin lagi soal sering gak setabil,bukan gak stabil lagi tapi kadang suka ilang gak jelas,tolong ya pihak xl harap di tinjau demi kenyamanan konsumen,dan aneh sering gak bisa dibuka padahal kuota ada,masih aja belum di benerin? Hadeeh xl xl mana mahal laghi,sinyal nya sulit amat laghi",0
tolong kurangin harga kuota sebulanðŸ˜µâ€ðŸ’«,0
Udah 10 tahun pake xl dari 2015,0
Tidak bisa isi paket di aplikasi my xl padahal no sudah terdaftar cukup lama tolong klo mau layanan xl berkembang jgan bikin pelanggan kecewa trimakasih,0
"Kesal kok jarigan xl lemah sekali,di saat hujan",0
Tahun 2025 ini tidak bisa login.. Dengan kode 101004,0
"Kak mohon aplikasi XL dihubungkan dengan akun google, jadi harapannya daftar akun yang terdaftar di my XL bisa langsung muncul ketika login menggunakan akun google seperti aplikasi provider lain",0
Makin mahal anjirrr kalau kaya gini mending ke Indosat aja,0
makin lama makin di mahalin paket nya ðŸ¥´,0
Kenapa ga bisa membeli paket dengan spaylater lgi??,0
"apa la ga bisa beli paket data pake pulsa, harus banget yaa pake voucer",0
paketan harus lebih murah LG dong,0
jaringan Masih susah Di kaltim ini.. suka hilang2.5g ny jg blum updet,0
"Applikasi ðŸ’© mau ngambil bonus malah gak bisa, stiap mau ngambil applikasinya malah keluar sendiri..ðŸ’©ðŸ’©ðŸ’© yaa biasalah politik oprator",0
"Semakin pelit, tahun lalu bonus kuota emergency 1gb sekarang cuman 250 mb. Mana kuota mahal.",0
Apa ini POIN DI TUKER KOUTA FREE FIRE TAPI GAK BISA BUAT LOGIN PENIPUAN INI,0
Mau masuk aplikasi My XL aja gangguan terus. Susah sekali sudah di coba berulang-ulang,0
Xl burik 8 bit bosok,0
Jaringanya tidak sesuai dengan harga nya,0
"XL tidak memuas kan sekarang ,setiap masuk harus login dulu ,dan setelah login tidak selalu bisa login ðŸ˜­ðŸ˜­",0
Sinyal lumayan walo di gunung di nganjuk cukup lumayan,0
sudah beli & uang tersedot tapi kuota tidak berfungsi!!,0
tolong perkuat lagi sinyalnya karena sering tiba tiba loss sinyal,0
"Kenapa saya beli paket data unlimited combo YouTube nggak bisa dipakai min, kenapa tetap nyedot paket utama, meskipun saya belinya gak sampai 20 rb kita sebagai customer tetep rugi min, terimakasih ðŸ™ðŸ™ðŸ™",0
"Untuk pihak xl saya menyarankan di setiap pembelian paket data melalui apk xl harganya di turunin lah untuk pelajar 138.000 itu gak mudah xl, untuk bonus kuotanya hapus aja kuota malam tu karena gak bagus begadang, bonus kuota malem di ganti kuota utama aja kuota malam di hapus karena saya merasa yang beli kuota pakai pulsa nih ngerasa ketipu dikit, kuota tertulis 74 gb tapi yang di dapat hanya 23gb masa 23gb lagi kuota malam emang orang mau begadang saja mohon lah xl hapus tu bonus kuota malam",0
"Bagus, Kalau boleh kasih saran tolong perbaiki sinyal soalnya saya saat ada paket data kadang tidak bisa di pakai browsing atau streaming",0
Gak lucu kirim sms iklan jam 2 malam ganggu orang tidur saja gak ada waktu gitu besok paginya atau siang,0
sialan mau beli kuota malah tambah mahal yang awalnya 150rb 110gb jadi 180rb 110gb sialan udh gitu bonusnya dikit banget,0
"Minta tolong di perbaiki itu sinyal nya ya om xl susah banget ini, lama"" gua banting juga HP gua ini buat main ML aja susah bngt sinyal nya ya anjay, om xl terima kasih banyak ya bapak xl axita",0
"kalau kuata game seperti mobile legends susah masuk ke in game saya sangat kecewa ngabisin pulsa aja percuma kalau cuman bisa di pake buat login aja pada XL tolong di perbaiki kesalahan nya, apalagi kuata darurat sekarang cuman bisa 1 kali di ambil kalau sudah ada yang memberi kuata darurat udah gitu lama buat nge klaim kuata yh lagi, mending ganti kartu kalau gini ribet amat ni XL dah jaringan GK stabil Mulu hdh",0
"XL yang paling buruk dari semua operator lainnya, Gua beli kartu xl sudah dapat KUOTA 1bulan dan kuota utama nya sudah habis dan tersisa kuota WA,LINE. Di jam 22.10 tgl 1 gua beli voucer yg 2.5gb 3hri di outlet keterangan nya sudah AKTIF paketan nya , saat ngecek kuota di aplikasi myxl saat jam 22.12 tgl 1 jg tiba2 kuota gua HABIS SEMUA yang barusan beli voucer tersebut. PADAHAL BARU 2 MENIT KUOTA BARU AKTIF KENAPA TIBA2 DI APLIKASI PADA HABIS. UDAH GITU KUOTA NYA DI BAGI2 , KESEL GUA NGE*NTOD",0
Kuota terlalu mahal dan boross,0
sya kasi 3 ðŸŒŸ dulu kenapa?? karna pas saya beli paketan yang 16gb ko ngga nambah point nya min? koin saya 299 ko ngga nambah min? nge bug atau gimana?,0
GK bisa di isi vocer,0
"Apk udah lumayan ok, walapun ada bug paling bug yg ga ngaruh ke penggunaan apkny. Yang ga saya suka dri xl tuh jaringannya tok, hp ku miringin dikit aja sinyalnya langsung ilang jadi E iya gw tau gw tinggal di pedesaan tapi perasaan dari dulu 2019 ga separah ini. Minta tolong min Lokasi Kudus.",0
Muncul selesaikan transaksi sebelumnya terus,0
"jangan pake xl skrg sinyalnya jelek, poin ganambah, bonus gabisa di claim, cht maya slowrespon bgt!!",0
Sinyal nya selalu gak stabil apalagi lalau pas hujan and mati lampu parah gak ada blas sinyal tolong di tingkatkan lagi,0
"Perasaan perbaikan terus ,, perasaan update terus .. apakah aplikasi ini termasuk sampah? Klo bisa mau ngasih ðŸŒŸ nya seperempat aja ini mah .. Pantes aja banyak yg pindah provider,, ternyata xl sinyal nya SELEMAH dan SEGANGGUAN itu",0
"aplikasi masih sering error, dan untuk prioritas tidak banyak pilihan paket yg tersedia",0
"RESPON LAMBAT CS TIDAK JELAS APLIKASINYA TERLALU LAMBAT, CS NYA GA BSA RESPON LAMBAT BANGET EMANG PROVIDER GA BERES, AMIT AMIT DAH GAPERNAH DENGAR KELUHAN CUSTOMER",0
Buruk untuk awal tahun 2025,0
Promo nya tidak masuk akal Masa beli 4.5gb diterima cuman 2.5gb sisanya kemana admin?? Sangat sangat merugikan Walaupun kecil tapi itu sama aja penipuan,0
"Bos memang di tempat saya dekat dengan tower sinyal lain, apakah berpengaruh terhadap sinyal xl?, soal nya sinyal rusak terusðŸ™",0
"Aplikasinya keluar mulu, harus masukin nomor terus males",0
pulsa sya terpotong pdhl saya tdk memiliki pulsa darurat yg blm dibayar,0
"sekarang aneh bgt, dibagi khusus kouta Whatsapp 5 GB TAPI GA BISA DIPAKE, GAUSAH DIKASI EMBEL"" KOUTA WHATSAPP KALO GA BISA DI PAKEK MINNN!!!",0
"Kuota Whatsap GK usah gede"" TOLOL buat apa anjink, GK ngotak gblk Yang perlu di gedein itu kuota utama pea",0
"provider paling suka ngebug, kouta game mobile legend kadang selalu hilang koneksi ntah apa, saya kasih bintang 1 dulu, kalo mau bintang 5 tolong di perbaiki",0
Sering banget ganguan saat pembelian paket ..parah sekali xl,0
Pas aku lagi main ep ep pada pas pasan nya udah mau booyah malah kok mati kotanya tolong pihak xl di perbaiki bug ini,0
"Saya mau tanya kenapa akhir"" Ini banyak kuota yg harganya dinaikin",0
"Kecewa sama XL, tidak bisa memakai voucher.",0
"sangat buruk, provider curang, memberikan bonus kuota tapi ternyata tidak bisa terpakai akibatnya pulsa tersedot habis ke pemakaian data normal",0
Knpa metode pembayaran pulsa ga ada kk,0
minta tolong kualitas jaringan nya lebih bagus kan lagiðŸ™,0
Jaringan jelek .. aplikasi susah dibuka .. harus nunggu lama banget buat buka aplikasinya saja .. tolong di perbaiki masalah jaringan internetnya ..,0
Kenapa jaringan nya jelek udah satu bulan saya gak bisa apa apa udah di ganti kartu nya udah di benerin hp nya masih saja jelek jaringan nya ini gimana sih aqgagbqbwgsbvddb,0
Turun kan harga nya breðŸ—¿... Di gold agak mahal ðŸ—¿ (Ada update... Langsung aja gasðŸ˜‹) Jadi... Turunkan harga nyaðŸ—¿ðŸ”¥,0
"jaringan makin buruk , adakuotaa atau gadaa samaa ajaa !!! MENDING PERBAIKAN LAGII DEHH XLLL",0
Sangat buruk XL saat ini data of tidak ad plangganan TPI pulsa sering habis,0
paketan nya mahal sekarang mah,0
